Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total Sediment, 1985 (T)","Total Sediment, 2007 (T)","Total Sediment, 2009 (T)","Total Sediment, 2010 (T)","Total Sediment, 2011 (T)","Total Sediment, 2012 (T)","Total Sediment, 2013 (T)","Total Sediment, 2014 (T)","Total Sediment, 2015 (T)","Total Sediment, 2016 (T)","Total Sediment Target, 2017 (T)","Total Sediment Target, 2025 (T)"
A24019EM0_4881_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4881_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4881_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,548747.5495,445614.1933,422971.5234,477056.3722,514619.9751,950252.001,791070.4933,806296.4855,1222023.72,1002559.032,,
A24019EM0_4881_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,474431.6563,448170.3636,428504.6108,434756.5288,32292.67328,23176.23382,51982.30877,28947.04705,19547.3869,30173.68768,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,778119.9815,703870.798,649487.3901,634140.6015,621520.4914,582518.1098,549777.6801,453824.2209,436133.0692,501916.5583,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,151100.5313,131685.248,129484.9902,131105.7012,131920.5918,132006.4287,132337.7529,122099.8144,135388.7305,127551.2114,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,292328.4219,157980.375,150829.7695,342173.0703,297500.3867,433548.9181,284707.8672,276088.3476,293938.957,235070.5938,,
A24019EM0_4883_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,1645.953979,1645.953979,1645.953979,1645.953979,1645.953979,45.72095108,45.72095108,45.72095108,45.72095108,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,305951.7103,276783.8016,255410.9132,249391.8476,244800.3733,229438.7112,216508.398,178579.7284,171454.3238,197301.3566,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,40588.07617,35381.25098,34815.08569,35498.75903,35501.86475,35773.96875,37557.46045,35167.37653,39067.49902,36767.59814,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,53786.01908,26276.75241,24898.05887,53570.24609,70037.35156,67390.70313,18686.64893,16945.87304,16903.37061,16923.32275,,
A24019EM0_4884_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,1119802.014,1012930.544,934659.396,912561.7814,895918.0733,839692.9672,792456.9704,653691.7135,627584.641,722241.5204,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,122454.8789,106347.6621,104706.5117,107418.7813,106947.9111,108469.2705,105894.4121,98745.71985,107780.2598,101801.3569,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,259061.7398,248850.8442,235773.553,235265.6797,360385.5,241169.8829,410666.5704,402148.1015,622271.1094,447827,,
A24019EM0_4885_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,20092.83008,20321.43488,20321.43488,20321.43488,228.6047974,228.6047974,9.098468781,9.098468781,9.098468781,9.098468781,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,212060.978,191821.9622,176999.6453,172814.2595,170011.2739,159015.3003,150071.1065,123791.7351,118847.1534,136772.7514,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,78468.54981,69460.85449,68333.30323,69921.04834,70093.92041,70589.45312,73590.27637,67518.37342,74994.82422,70550.68945,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,41941.62787,28958.29053,27413.06946,36510.32324,41250.14942,41421.67969,12105.20874,12240.31763,12209.77197,12224.78296,,
A24019EM0_4886_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,15858.26039,14346.97307,13059.18054,12739.77584,12507.9088,11715.70896,11042.23086,9098.569576,8732.245483,10048.43779,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,5424.207154,4789.614196,4711.866059,4826.550598,4795.275726,4871.989441,4857.022705,4448.206139,4932.916382,4643.440094,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,9885.91101,9653.671753,9163.714111,9150.391113,16270.58215,9407.752198,10249.00635,10406.53735,11413.72778,10779.28934,,
A24019EM0_4887_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,475078.095,429762.3996,396565.1079,387203.4237,380109.7165,356254.9358,336196.5683,277312.8185,266242.913,306389.3567,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,37890.82618,30975.51465,30462.39673,30720.82861,30660.92895,30755.3003,31094.5913,29392.84094,32256.48877,30428.14087,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,88286.49023,100671.9473,90281.69336,160809.957,202718.8047,200121.4727,95308.09571,94053.46094,146741.2617,119680.459,,
A24019EM0_4888_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,33.83349991,33.83349991,33.83349991,0,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,409553.7217,370488.4358,341869.4286,333800.1418,328355.7213,307119.4657,289827.1021,239064.9647,229522.0866,264132.0256,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,43952.26465,38130.9436,37555.58423,38339.91797,38487.4812,38750.90234,39715.41553,37122.7658,41193.59326,38799.05298,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24023PU1_3940_3970,24023,"GARRETT, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,98216.96875,92597.25878,87660.36915,107718.1691,117648.383,118474.9998,87765.28906,88949.03125,93568.44873,91202.98022,,
A24019EM0_4889_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0.19359,9.337780952,9.337780952,9.337780952,9.337780952,9.337780952,9.291927338,9.291927338,9.291927338,9.291927338,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,193602.6754,175131.5,159402.4032,155491.8277,152673.2014,143015.5054,134806.6264,111085.411,106616.4608,122686.9829,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,12227.74731,9276.901184,9056.197632,9115.515136,9014.753235,9038.402893,7313.68689,7049.847259,7905.542175,7486.406555,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,26288.63574,46081.52735,36916.96289,55717.40332,78868.88867,70898.88086,113795.9795,110592.2383,84224.4082,61520.62891,,
A24019EM0_4890_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,6140.066765,5554.487821,5055.672314,4931.754765,4842.292489,4535.680948,4274.99932,3523.07122,3381.602828,3890.803063,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,2287.065003,2032.198928,1998.756988,2047.040085,2050.239517,2067.95755,1994.535125,1919.355744,2131.878693,2005.464279,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,749.8881302,1018.541042,968.2833995,968.143694,962.2574176,985.7787876,3742.772767,541.9556084,541.1672173,541.6929131,,
A24019EM0_4891_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,365750.9874,330863.2577,305304.572,298097.1797,292636.874,274272.7147,258829.7847,213497.6389,204974.9872,235882.6413,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,179184.1172,159541.5634,156943.1797,160020.877,160845.1661,161513.5469,162691.0958,149685.7469,165784.3867,156028.4668,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,141565.0574,132705.9622,125915.4662,215306.7871,139220.8818,258454.4765,145580.624,128830.6636,186410.6641,153658.8164,,
A24019EM0_5260_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,85978.05656,77783.09668,70801.1797,69068.91296,67965.56932,63517.08963,59865.21914,49327.29248,47344.67963,54478.04801,,
A24025SL9_2720_0001,24025,"HARFORD, MD",Upper Western Shore,Susquehanna River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,46671.88086,41561.05054,40880.02026,41822.10938,41925.26416,42230.85938,43010.56787,39283.75842,43529.27246,40964.27979,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,39127.81214,29554.46863,28042.21216,33231.50879,36671.01806,36266.01075,23587.42017,23326.51514,35711.00513,27901.39917,,
A24019EM0_5261_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Agriculture,292.2539133,263.9695959,243.6908509,237.871285,233.5419189,218.9830199,206.4800358,170.8939667,163.8771105,188.6892039,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Forest,1076.407288,964.2069702,948.2690048,970.6937103,971.9489212,980.3080139,983.3900146,893.7175646,992.4626007,933.6877747,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Stormwater,0,0,0,0,0,0,0,0,0,0,,
A24019EM0_5263_0000,24019,"DORCHESTER, MD",Choptank,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,12682622.02,11931088.88,11159714.09,10543999.28,9529097.236,11116838.81,9708544.501,8315649.561,7593938.935,6626841.42,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,159549.1778,225341.9336,228184.9873,235199.3535,240944.6973,247262.6523,239169.3067,270682.3609,278634.5996,277529.6338,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,772914.5023,740509.678,707510.6278,710237.0372,752966.1914,719068.0059,682319.3056,690991.2649,682092.9063,698511.1875,,
A24021PM1_3450_3400,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,30254409.56,28584285.77,26741786.83,25239444.09,22801238.2,26626231.63,23126557.98,19792299.6,18200296.61,15871581.58,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,1229010,1014792.727,971508.0469,975505.7188,976458.1406,979226.8438,1069560.281,1118917.119,1129661.641,1112440.48,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,4110412.963,6006186.369,5069947.369,5101125.072,5897683.775,5680307.369,4169144.494,4205056.182,4259857.244,3896707.666,,
A24021PM1_3710_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,1013.937012,1422.21698,520.5488682,503.5198975,503.5198975,503.5198975,59.18534088,59.18534088,59.18534088,59.18534088,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,2887095.567,2736259.893,2585721.276,2445523.524,2202350.834,2574632.166,2245137.569,1924236.49,1757189.151,1531702.287,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,60779.17676,80422.09375,80521.21386,82616.67871,84425.05029,86145.58204,88596.49316,96009.99072,98392.23193,97608.47461,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,95319.67242,90141.75818,82371.12496,82701.96631,75501.96143,84540.31836,59886.41992,61200.48829,58692.05078,60969.64844,,
A24021PM2_2860_3040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,667738.358,598034.7898,563071.1398,534094.6014,482333.0558,554617.0013,489702.3163,419906.0644,385527.5652,339167.5571,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,17357.80835,21921.34863,21845.51587,22357.54004,22775.34192,23219.28748,23890.61536,25735.93304,26354.76282,26134.57053,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,28585.83701,29003.46497,26413.47479,27084.93628,27534.85413,27648.79248,15893.48037,16141.9082,21418.31487,22181.36377,,
A24021PM2_3400_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,12220838.1,11605382.05,10968264.25,10372480.27,9339872.202,10925234.94,9522960.91,8161721.898,7451812.475,6493381.405,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,227334.254,270826.627,269937.3165,275405.5722,280718.7929,285928.2422,278483.793,302847.3638,310886.9121,308982.6602,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,682934.4689,719782.3986,621127.7656,670976.3145,700188.833,684061.9063,618120.0078,632772.3438,562236.5938,584082.4063,,
A24021PM3_3040_3340,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,24259.01953,20322.74317,22802.64355,25121.09278,22142.00293,22182.0127,14203.07031,20309.99023,15735,2062.451904,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,38995862.6,36964513.2,34931205.88,33020343.29,29710828.52,34766754.7,30317706.62,25990281.73,23743803.97,20696062.01,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,495615.668,495594.4649,498460.5372,510235.2266,522619.2657,533389.0352,501731.1758,592014.25,606208.4551,602049.2764,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,3528791.973,4332565.754,3878396.942,3959439.52,4263283.715,4214364.473,4179530.285,4245963.785,3980691.91,3808597.691,,
A24023PU1_3940_3970,24023,"GARRETT, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_3340_3341,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,5066.329361,2743.799331,5205.014419,4435.201431,3883.683364,3436.202407,2273.611618,2740.212891,1482.998047,1689.060059,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,10478180.44,9712586.338,9121632.265,8627722.231,7792431.876,9049041.403,7922623.596,6784428.413,6218174.768,5439383.699,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,342880.4219,267501.4805,261348.2734,264210.4805,267199.0254,269705.3165,288604.8379,302855.0943,307424.4834,304431.0562,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,4414025.893,4521345.705,4097272.924,4118205.09,4373672.734,4304438.58,3318126.58,3426958.58,3744572.08,3703937.549,,
A24021PM4_3341_4040,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,346733.8125,28085.16239,39221.62137,56047.33648,42562.86383,37573.50445,46619.00659,45533.01831,39757.67847,52600.40894,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,25727666.86,23511623.85,21960210.72,20668432.6,18692809.89,21630692.42,19019331.82,16287491.77,15024914.54,13173233.15,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,1408473.594,1132560.398,1069852.512,1070418.211,1066924.781,1065462.586,1015532.844,1023408.096,1030586.977,1012321.305,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,6807866.969,9449036.719,7866728.031,7800085.125,8826817.625,8557757.219,7657819.219,7710840.219,7614881.219,6794339.625,,
A24021PM4_4040_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,33863.43164,52393.17969,54523.01953,76596.41993,67809.34961,58611.29102,69618.81836,67543.2793,35047.04932,33992.86914,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Agriculture,7955968.467,7339825.424,6924015.852,6557501.736,5910460.671,6859615.547,6016576.955,5157746.557,4721849.43,4133864.667,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Forest,191835.2929,193762.8125,190402.0527,194550.79,196499.2168,199792.0938,172063.5059,198117.8321,205897.6528,206104.3652,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Stormwater,409501.832,662429.4766,596029.9453,569554.1797,708727.4962,654053.0001,669919.0156,679605.2032,482630.6094,501351.0156,,
A24021PM7_4200_4410,24021,"FREDERICK, MD",Upper Potomac,Potomac River Basin,Wastewater,9161.069336,9491.300781,9161.069336,9161.069336,9161.069336,9161.069336,20233.53906,20233.53906,20233.5293,21322.98486,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Agriculture,56811.75689,52734.77469,49372.54559,46652.63761,42124.5534,49195.8558,42970.55153,36804.23343,33617.98464,29332.10101,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Forest,11319.3717,11254.25574,10868.44525,10973.85895,11016.36292,11102.48492,11193.89905,10866.20227,11014.61829,10828.85744,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Septic,0,0,0,0,0,0,0,0,0,0,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Stormwater,14794.14465,11354.58887,10766.29993,10737.97388,10498.27795,10613.79541,9291.006836,9615.783691,9211.680176,9568.197266,,
A24021PM7_4410_4620,24021,"FREDERICK, MD",Middle Potomac,Potomac River Basin,Wastewater,0,0,0,0,0,0,0,0,0,0,,
A24023PU1_3850_4190,24023,"GARRETT, MD",Upper Potomac,Potomac River Basin,Agriculture,567112.5618,544128.8837,527710.9002,544620.55,476617.7281,496952.5256,507134.8396,416677.9503,364972.0782,381050.5667,,
